iid,id,gender,wave,condtn,match,dec,attr,sinc,intel,fun,amb,shar,like,prob,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,int_corr,samerace,age_o,race_o,age,race,field_cd,goal,go_out,career_c,income,gender_label,match_label,income_missing_flag
515,7.0,0,21,2,0,0,4.0,5.0,8.0,8.0,8.0,6.0,7.0,5.0,0,5.0,4.0,7.0,4.0,7.0,4.0,4.0,3.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,-0.08,1,32.0,2.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,4.0,4.0,7.0,6.0,8.0,3.0,3.0,4.0,1,8.0,5.0,8.0,6.0,5.0,7.0,7.0,5.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,0.27,1,22.0,2.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,4.0,5.0,8.0,9.0,7.0,3.0,7.0,4.0,1,6.0,7.0,7.0,6.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,-0.11,1,24.0,2.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,4.0,5.0,8.0,5.0,8.0,4.0,5.0,3.0,1,9.0,9.0,9.0,8.0,7.0,5.0,7.0,4.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,0.21,0,23.0,4.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,4.0,7.0,8.0,6.0,8.0,5.0,3.0,6.0,1,8.0,4.0,6.0,7.0,4.0,2.0,8.0,4.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,-0.3,0,23.0,4.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,5.0,6.0,7.0,8.0,7.0,5.0,5.0,4.0,0,8.0,8.0,7.0,7.0,8.0,3.0,6.0,4.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,-0.26,0,24.0,4.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,5.0,5.0,7.0,8.0,7.0,4.0,5.0,3.0,0,8.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,-0.64,0,23.0,4.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,0.27,1,24.0,2.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,9.0,7.0,7.0,8.0,8.0,5.0,7.0,4.0,0,5.0,5.0,5.0,6.0,8.0,6.0,5.0,6.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,0.26,1,30.0,2.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,6.0,8.0,8.0,7.0,6.0,5.0,6.0,4.0,0,5.0,7.0,7.0,5.0,5.0,1.0,5.0,5.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,0.4,1,30.0,2.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,6.0,0,7.0,7.0,5.0,3.0,3.0,3.0,4.0,6.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,0.29,1,30.0,2.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,4.0,6.0,7.0,6.0,6.0,5.0,5.0,4.0,1,6.0,7.0,7.0,8.0,7.0,5.0,6.0,5.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,-0.22,1,28.0,2.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,2.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,0,6.0,6.0,7.0,6.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,0.22,1,30.0,2.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,0,0,3.0,5.0,6.0,5.0,4.0,5.0,10.0,6.0,1,9.0,7.0,8.0,7.0,7.0,5.0,8.0,3.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,0.16,0,27.0,1.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Pas de match,0
515,7.0,0,21,2,1,1,7.0,7.0,8.0,7.0,7.0,7.0,7.0,5.0,1,7.0,7.0,5.0,5.0,5.0,4.0,8.0,7.0,2.0,2.0,2.0,1.5,1.0,1.5,8.0,10.0,8.0,10.0,8.0,0.39,1,25.0,2.0,23.0,2.0,6.0,1.0,3.0,16,"20,000.00",Femme,Match,0
516,8.0,0,21,2,0,0,6.0,7.0,8.0,7.0,8.0,6.0,6.0,7.0,1,10.0,8.0,10.0,10.0,10.0,5.0,5.0,3.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,-0.33,1,25.0,4.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,0,3.0,8.0,7.0,3.0,6.0,6.0,3.0,5.0,0,7.0,4.0,7.0,3.0,5.0,3.0,4.0,1.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,-0.22,1,26.0,4.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,0,6.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0,0,7.0,8.0,5.0,5.0,6.0,5.0,3.0,2.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.03,0,26.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,0,5.0,8.0,7.0,5.0,6.0,6.0,4.0,5.0,1,7.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.12,0,24.0,6.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,1,1,10.0,10.0,10.0,9.0,5.0,6.0,8.0,10.0,1,9.0,7.0,9.0,8.0,8.0,6.0,10.0,10.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.46,0,23.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Match,0
516,8.0,0,21,2,1,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,1,10.0,8.0,9.0,9.0,9.0,7.0,9.0,6.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.44,0,29.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Match,0
516,8.0,0,21,2,0,1,7.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,0,8.0,8.0,8.0,6.0,6.0,4.0,7.0,6.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.62,1,22.0,4.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,1,6.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,0,6.0,3.0,5.0,6.0,5.0,4.0,5.0,4.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.09,0,32.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1,9.0,4.0,5.0,7.0,8.0,9.0,8.0,5.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.12,0,22.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,4.0,0,7.0,5.0,5.0,6.0,5.0,3.0,6.0,2.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.21,0,24.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,1,1,6.0,7.0,7.0,6.0,6.0,6.0,4.0,5.0,1,7.0,6.0,10.0,7.0,9.0,4.0,6.0,4.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,-0.27,1,23.0,4.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Match,0
516,8.0,0,21,2,0,0,4.0,6.0,7.0,6.0,7.0,6.0,4.0,4.0,1,9.0,4.0,6.0,7.0,6.0,6.0,7.0,1.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.58,1,23.0,4.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,0,5.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,1,9.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,-0.05,1,24.0,4.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,0,5.0,7.0,6.0,7.0,6.0,6.0,4.0,4.0,0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.26,1,23.0,4.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,-0.18,0,24.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,5.0,0,5.0,3.0,5.0,6.0,8.0,5.0,4.0,4.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,-0.07,0,30.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,0,6.0,9.0,7.0,6.0,7.0,6.0,6.0,5.0,0,5.0,7.0,7.0,5.0,5.0,1.0,5.0,5.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.37,0,30.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,0,0,6.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,1,6.0,4.0,4.0,6.0,4.0,3.0,5.0,6.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,-0.1,0,30.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,1,1,6.0,7.0,7.0,8.0,7.0,6.0,6.0,5.0,1,5.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.49,0,28.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Match,0
516,8.0,0,21,2,0,0,4.0,7.0,7.0,7.0,7.0,6.0,4.0,4.0,0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,3.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.63,0,30.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Pas de match,0
516,8.0,0,21,2,1,1,7.0,8.0,7.0,7.0,7.0,8.0,7.0,9.0,1,5.0,6.0,7.0,7.0,7.0,5.0,7.0,9.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.53,0,27.0,1.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Match,0
516,8.0,0,21,2,1,1,7.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,1,8.0,7.0,8.0,9.0,8.0,8.0,8.0,6.0,5.8,0.5,0.8,1.0,0.7,1.2,8.0,9.0,9.0,8.0,8.0,0.59,0,25.0,2.0,27.0,4.0,10.0,2.0,3.0,2,"32,508.00",Femme,Match,0
517,9.0,0,21,2,0,0,3.0,7.0,8.0,6.0,5.0,4.0,4.0,4.0,0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.05,0,25.0,4.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,5.0,8.0,7.0,5.0,6.0,3.0,8.0,3.0,0,8.0,8.0,7.0,8.0,8.0,5.0,8.0,5.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.0,0,26.0,4.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.3,0,26.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,3.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,-0.01,0,24.0,6.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,2.0,4.0,8.0,6.0,8.0,5.0,5.0,3.0,1,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.18,0,23.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.32,0,29.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,5.0,4.0,6.0,5.0,4.0,3.0,4.0,5.0,0,7.0,8.0,7.0,8.0,7.0,6.0,6.0,1.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.56,0,22.0,4.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,1,6.0,7.0,7.0,7.0,8.0,5.0,6.0,6.0,0,3.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.27,0,32.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.35,0,22.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,5.0,4.0,3.0,6.0,5.0,4.0,6.0,9.0,0,6.0,7.0,5.0,7.0,5.0,2.0,6.0,3.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.13,0,24.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,4.0,9.0,8.0,6.0,7.0,2.0,5.0,7.0,1,6.0,7.0,6.0,8.0,5.0,4.0,6.0,5.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,-0.32,0,23.0,4.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.27,0,23.0,4.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,5.0,4.0,3.0,2.0,1.0,6.0,4.0,5.0,0,5.0,7.0,8.0,6.0,7.0,3.0,3.0,3.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,-0.48,0,24.0,4.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,-0.27,0,23.0,4.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,6.0,0,8.0,8.0,7.0,6.0,7.0,2.0,7.0,7.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,-0.13,0,24.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,5.0,5.0,7.0,7.0,5.0,4.0,6.0,8.0,1,6.0,8.0,8.0,6.0,6.0,5.0,6.0,6.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.05,0,30.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,6.0,5.0,8.0,5.0,5.0,7.0,5.0,7.0,1,6.0,6.0,7.0,8.0,6.0,6.0,6.0,5.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.49,0,30.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,1,7.0,4.0,6.0,5.0,6.0,3.0,4.0,5.0,0,5.0,6.0,5.0,2.0,2.0,1.0,4.0,5.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,-0.01,0,30.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.05,0,28.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,6.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,0,8.0,7.0,6.0,5.0,6.0,3.0,4.0,3.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.64,0,30.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,3.0,4.0,4.0,2.0,5.0,1.0,2.0,4.0,0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,1.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.43,0,27.0,1.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
517,9.0,0,21,2,0,0,6.0,5.0,4.0,3.0,6.0,5.0,3.0,6.0,1,6.0,9.0,9.0,9.0,8.0,8.0,7.0,6.0,1.5,2.0,2.0,2.0,0.5,1.0,8.0,9.0,7.0,9.0,7.0,0.43,0,25.0,2.0,30.0,3.0,15.0,5.0,3.0,6,"55,080.00",Femme,Pas de match,1
518,10.0,0,21,2,0,0,5.0,6.0,7.0,4.0,8.0,5.0,3.0,6.0,0,5.0,10.0,10.0,5.0,10.0,1.0,5.0,1.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,-0.36,0,25.0,4.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,0,4.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,1,8.0,8.0,7.0,7.0,7.0,5.0,7.0,5.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,0.0,0,26.0,4.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,4.0,1,8.0,8.0,7.0,7.0,6.0,4.0,8.0,7.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,-0.06,1,26.0,2.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,0,5.0,5.0,6.0,4.0,6.0,5.0,4.0,5.0,1,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,-0.23,0,24.0,6.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,1,1,6.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,1,8.0,7.0,8.0,7.0,6.0,7.0,8.0,7.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,0.61,1,23.0,2.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Match,0
518,10.0,0,21,2,0,1,7.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,0,8.0,7.0,7.0,7.0,6.0,4.0,6.0,4.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,0.61,1,29.0,2.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,1,6.0,9.0,6.0,5.0,7.0,7.0,7.0,7.0,0,8.0,8.0,8.0,8.0,5.0,7.0,8.0,3.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,0.62,0,22.0,4.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,0,2.0,2.0,5.0,6.0,7.0,5.0,3.0,6.0,0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,0.13,1,32.0,2.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,0,6.0,5.0,7.0,4.0,7.0,0.0,5.0,6.0,0,7.0,8.0,5.0,7.0,8.0,3.0,6.0,4.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,0.02,1,22.0,2.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,0,3.0,10.0,9.0,7.0,7.0,5.0,5.0,5.0,1,7.0,6.0,6.0,7.0,7.0,4.0,7.0,4.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,0.21,1,24.0,2.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,0,3.0,6.0,5.0,5.0,5.0,5.0,3.0,6.0,1,6.0,7.0,6.0,8.0,6.0,4.0,6.0,4.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,-0.04,0,23.0,4.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,0,7.0,9.0,9.0,7.0,10.0,2.0,5.0,5.0,1,7.0,10.0,6.0,7.0,6.0,0.0,8.0,8.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,0.54,0,23.0,4.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,0,6.0,5.0,7.0,6.0,7.0,5.0,5.0,6.0,0,6.0,8.0,8.0,8.0,8.0,5.0,4.0,5.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,0.12,0,24.0,4.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,0,5.0,8.0,8.0,7.0,4.0,2.0,4.0,6.0,0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,3.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,0.35,0,23.0,4.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,0,0,7.0,7.0,4.0,6.0,5.0,1.0,5.0,5.0,1,8.0,6.0,6.0,9.0,8.0,4.0,8.0,7.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,-0.12,1,24.0,2.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Pas de match,0
518,10.0,0,21,2,1,1,7.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,1,7.0,7.0,6.0,8.0,6.0,7.0,7.0,9.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,-0.06,1,30.0,2.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Match,0
518,10.0,0,21,2,1,1,7.0,8.0,9.0,9.0,7.0,5.0,7.0,7.0,1,6.0,7.0,7.0,10.0,6.0,6.0,8.0,6.0,2.0,2.5,2.5,3.0,0.5,0.5,6.0,9.0,8.0,8.0,7.0,0.24,1,30.0,2.0,23.0,2.0,15.0,5.0,2.0,6,"35,627.00",Femme,Match,0
